OBJECTID,Block Group identifier,Population for poverty,Population in households under 2 times poverty,Percent Low Income,Total Population,Population Not Hispanic or Latino only,Total Minority,Percent Minority,Total Households,Households with Limited English Proficiency,Percent Households with Limited English Proficiency,Overburdened Community Criteria,Block Group - Tribal,Block Group County Subdivision,County,Municipality,Municipality Code,Split Block Group,Split Municipality,GLOBALID,SHAPE_Length,SHAPE_Area
843,3.40076E+11,388,25,6.44329897,388,180,208,53.60824742,149,0,0,Minority,Block group,3400728740,CAMDEN,Haddon Twp,416,Not a split block group,Not Applicable,{CC23F624-B8E5-4B00-8E4C-4402A7722EF1},8455.910252,4245453.625
844,3.4009E+11,475,262,55.15789474,475,291,184,38.73684211,204,0,0,Low Income,Block group,3400954360,CAPE MAY,Ocean City,508,Not a split block group,Not Applicable,{45283BFA-36D9-434D-854D-8BE629D970CB},8085.420113,3450494.372
845,3.4009E+11,894,497,55.59284116,894,388,506,56.59955257,425,21,4.94117647,Low Income and Minority,Block group,3400981890,CAPE MAY,Woodbine Boro,516,Not a split block group,Not Applicable,{5D2B4610-C445-4DD2-AB2D-310D2406E3F5},49528.35033,80495436.34
846,3.4009E+11,2317,832,35.90850237,2317,1989,328,14.15623651,1152,0,0,Low Income,Block group,3400945810,CAPE MAY,Middle Twp,506,Not a split block group,Not Applicable,{65F0CD01-6DB8-4646-9E58-978813A52A14},69995.96726,81303642.77
847,3.4009E+11,504,217,43.05555556,504,463,41,8.13492063,277,0,0,Low Income,Block group,3400953490,CAPE MAY,North Wildwood City,507,Not a split block group,Not Applicable,{A5C0E259-7133-4D76-BA0F-B727BFEB43A4},14838.65285,5688814.87
848,3.4009E+11,543,131,24.1252302,543,202,341,62.79926335,197,38,19.2893401,Minority,Block group,3400981170,CAPE MAY,Wildwood City,514,Not a split block group,Not Applicable,{B59B385F-09A8-4DDC-856D-A4E4E644706D},11268.72889,6256402.005
849,3.40076E+11,883,232,26.27406569,883,408,475,53.79388448,424,7,1.6509434,Minority,Block group,3400732220,CAMDEN,Hi-Nella Boro,419,Not a split block group,Not Applicable,{6EAB0B73-4FE7-4101-9AC4-8E04317AFC79},14772.72389,6203779.872
850,3.40076E+11,0,0,,15,0,15,100,0,0,,Minority,Block group,3400726760,CAMDEN,Gloucester Twp,415,Not a split block group,Not Applicable,{2E1D5791-8413-457D-8A76-D5B4793BD67A},26663.02032,20576530.34
851,3.4009E+11,920,455,49.45652174,920,452,468,50.86956522,372,15,4.03225806,Low Income and Minority,Block group,3400954360,CAPE MAY,Ocean City,508,Not a split block group,Not Applicable,{26C44369-96CA-4905-B8E1-99F2410231D0},10132.93487,5646954.907
852,3.4009E+11,1369,681,49.74433893,1370,673,697,50.87591241,433,31,7.15935335,Low Income and Minority,Block group,3400981890,CAPE MAY,Woodbine Boro,516,Not a split block group,Not Applicable,{CCEE8848-BAD2-49F6-93DF-34231E5D3E6A},62148.68982,143028781
853,3.4009E+11,611,277,45.33551555,611,556,55,9.00163666,354,0,0,Low Income,Block group,3400981170,CAPE MAY,Wildwood City,514,Not a split block group,Not Applicable,{D4D96AC3-7BEA-4F37-B666-DEA9A5BB367B},7847.612813,3142309.382
854,3.4009E+11,270,54,20,270,144,126,46.66666667,131,0,0,Minority,Block group,3400953490,CAPE MAY,North Wildwood City,507,Not a split block group,Not Applicable,{7DFC0740-E0C8-46AC-98E8-264F469F01ED},20268.23995,7160984.63
855,3.4009E+11,481,314,65.28066528,481,167,314,65.28066528,216,0,0,Low Income and Minority,Block group,3400981170,CAPE MAY,Wildwood City,514,Not a split block group,Not Applicable,{F28A0D44-C13E-491F-888B-EAF1FF6E02A2},16426.78287,14017245.96
856,3.4009E+11,515,119,23.10679612,515,108,407,79.02912621,215,81,37.6744186,Minority,Block group,3400981170,CAPE MAY,Wildwood City,514,Not a split block group,Not Applicable,{D575F0A1-CE41-4B6F-8EA3-5ABF973AFAD4},6573.460749,1772223.833
857,3.4009E+11,427,164,38.40749415,427,342,85,19.90632319,228,0,0,Low Income,Block group,3400980210,CAPE MAY,West Wildwood Boro,513,Not a split block group,Not Applicable,{C9B7230F-A81C-49FD-8E81-8A57F7DF67D6},16521.86659,10143947.42
858,3.4009E+11,333,188,56.45645646,333,251,82,24.62462462,146,12,8.21917808,Low Income,Block group,3400981170,CAPE MAY,Wildwood City,514,Not a split block group,Not Applicable,{1D40B7A9-485D-4153-AF88-8C603B489C51},6555.807361,2186437.27
859,3.4009E+11,255,185,72.54901961,264,113,151,57.1969697,178,0,0,Low Income and Minority,Block group,3400981170,CAPE MAY,Wildwood City,514,Not a split block group,Not Applicable,{5334349D-78DF-47BA-A4ED-A1EBC6666CCB},7192.484403,2480908.449
860,3.4009E+11,937,543,57.95090715,951,641,310,32.59726604,432,42,9.72222222,Low Income,Block group,3400981170,CAPE MAY,Wildwood City,514,Not a split block group,Not Applicable,{6B421499-E242-42D5-AD40-0F39BEBD424F},9232.089609,3181805.897
861,3.4009E+11,1534,666,43.41590613,1534,1365,169,11.01694915,710,38,5.35211268,Low Income,Block group,3400941610,CAPE MAY,Lower Twp,505,Not a split block group,Not Applicable,{7B11B8E1-D961-4D84-AC2D-8B0C072A434A},30467.6743,25932734.65
862,3.4009E+11,1247,530,42.50200481,1247,987,260,20.8500401,527,0,0,Low Income,Block group,3400941610,CAPE MAY,Lower Twp,505,Not a split block group,Not Applicable,{6330423C-C9DC-4574-AF9A-0C3C1B9C194A},52400.1861,79886983.79
863,3.4009E+11,429,232,54.07925408,429,404,25,5.82750583,235,0,0,Low Income,Block group,3400941610,CAPE MAY,Lower Twp,505,Not a split block group,Not Applicable,{FE829C1A-4C1C-42AF-BF04-75C7F2B82963},10278.18805,6080276.966
864,3.4009E+11,620,275,44.35483871,620,565,55,8.87096774,270,10,3.7037037,Low Income,Block group,3400910270,CAPE MAY,Cape May City,502,Not a split block group,Not Applicable,{48D0F11D-786A-458B-9940-0BCBCB33C561},34147.13839,17064890.65
865,3.4009E+11,272,141,51.83823529,272,261,11,4.04411765,223,10,4.48430493,Low Income,Block group,3400910270,CAPE MAY,Cape May City,502,Not a split block group,Not Applicable,{AA34A566-355E-4CE2-906E-C03CBD91F9B0},22209.03404,17419555.05
866,3.4009E+11,2042,763,37.36532811,2042,905,1137,55.68070519,718,0,0,Low Income and Minority,Block group,3400945810,CAPE MAY,Middle Twp,506,Not a split block group,Not Applicable,{24B8D8E6-0B63-4AAA-8250-7BCC3A5B83E4},81288.94596,175060821.1
867,3.4009E+11,1793,774,43.16787507,1793,1050,743,41.43892917,993,46,4.63242699,Low Income and Minority,Block group,3400945810,CAPE MAY,Middle Twp,506,Not a split block group,Not Applicable,{A86D5581-086D-4799-B53C-98F2468130AF},24900.06154,34015462.27
868,3.4011E+11,1019,525,51.52109912,1019,762,257,25.22080471,385,0,0,Low Income,Block group,3401114710,CUMBERLAND,Commercial Twp,602,Not a split block group,Not Applicable,{BCE6A217-8619-49B5-9FBB-8DE49F4BA3AB},34804.19298,32201758.75
869,3.4011E+11,1246,345,27.68860353,1246,732,514,41.25200642,405,22,5.43209877,Minority,Block group,3401116900,CUMBERLAND,Deerfield Twp,603,Not a split block group,Not Applicable,{D34BF569-CB8D-4126-8769-E0B2252ABCA4},72268.29491,159466601.8
870,3.4011E+11,1422,1150,80.87201125,1677,71,1606,95.76624925,369,69,18.69918699,Low Income and Minority,Block group,3401107600,CUMBERLAND,Bridgeton City,601,Not a split block group,Not Applicable,{A10B13A3-D579-42F7-A1B3-44C5A5693E2D},7724.295036,2712765.211
871,3.4011E+11,2463,1286,52.21274868,2487,430,2057,82.71009248,728,52,7.14285714,Low Income and Minority,Block group,3401107600,CUMBERLAND,Bridgeton City,601,Not a split block group,Not Applicable,{8A3E2EDA-EEC2-4610-BF74-6BF3D16ECB95},19570.06497,19836032.12
872,3.4011E+11,0,0,,3230,673,2557,79.16408669,0,0,,Minority,Block group,3401107600,CUMBERLAND,Bridgeton City,601,Not a split block group,Not Applicable,{D0EA147A-951F-4094-9542-45FC2F1CC939},7544.137517,3807979.444
873,3.4011E+11,280,154,55,280,156,124,44.28571429,115,0,0,Low Income and Minority,Block group,3401146680,CUMBERLAND,Millville City,610,Not a split block group,Not Applicable,{9A471C2A-4F42-4F20-826B-ADD8BA24B189},7648.814742,3386396.531
874,3.4011E+11,1708,563,32.96252927,1708,998,710,41.56908665,649,49,7.55007704,Minority,Block group,3401146680,CUMBERLAND,Millville City,610,Not a split block group,Not Applicable,{B297BD14-B9A1-4F6A-84A9-A3E4E63DDB3C},95871.66992,239853656.2
875,3.4009E+11,701,296,42.2253923,701,701,0,0,348,0,0,Low Income,Block group,3400941610,CAPE MAY,Lower Twp,505,Not a split block group,Not Applicable,{53429B5C-B1FC-4E44-ABD5-735CAA3AC2C9},27252.00482,38458377.07
876,3.4009E+11,1009,453,44.89593657,1009,990,19,1.88305253,466,0,0,Low Income,Block group,3400941610,CAPE MAY,Lower Twp,505,Not a split block group,Not Applicable,{DDB0A167-E388-4784-BC5F-3B6A117B9E09},15672.22839,10030486.25
877,3.4009E+11,740,384,51.89189189,980,338,642,65.51020408,209,0,0,Low Income and Minority,Block group,3400910270,CAPE MAY,Cape May City,502,Not a split block group,Not Applicable,{B89A47E0-6D17-46F0-97A6-A4DB57B69643},32182.78242,37658571.87
878,3.4011E+11,2360,757,32.07627119,2365,1303,1062,44.90486258,839,0,0,Minority,Block group,3401174870,CUMBERLAND,Upper Deerfield Twp,613,Not a split block group,Not Applicable,{1EF58AB7-3D85-498D-8F49-676BB8E68F5D},73390.56577,142593631.4
879,3.4011E+11,1501,230,15.32311792,1501,880,621,41.37241839,512,0,0,Minority,Block group,3401174870,CUMBERLAND,Upper Deerfield Twp,613,Not a split block group,Not Applicable,{2CC96D04-F56E-41D2-8860-356014FE0B58},65286.56702,169730861.3
880,3.4011E+11,1760,993,56.42045455,1760,66,1694,96.25,519,73,14.0655106,Low Income and Minority,Block group,3401107600,CUMBERLAND,Bridgeton City,601,Not a split block group,Not Applicable,{65407658-6B7A-4CE9-B312-5EDAADB7CC88},26152.9189,23009569.65
881,3.4011E+11,658,419,63.67781155,658,263,395,60.03039514,344,7,2.03488372,Low Income and Minority,Block group,3401146680,CUMBERLAND,Millville City,610,Not a split block group,Not Applicable,{3E85CA18-7F87-4448-A9C9-56935EE2A07C},15073.8801,7926898.676
882,3.4011E+11,0,0,,3427,676,2751,80.27429238,0,0,,Minority,Block group,3401144580,CUMBERLAND,Maurice River Twp,609,Not a split block group,Not Applicable,{3C70394C-F862-43CB-8A6E-9762AF4D7612},30124.52818,46552454.02
883,3.4011E+11,0,0,,1053,310,743,70.56030389,0,0,,Minority,Block group,3401122350,CUMBERLAND,Fairfield Twp,605,Not a split block group,Not Applicable,{1BE4F3A9-92C7-4E5C-9047-71135FB99475},14456.80338,11770869.58
884,3.4011E+11,1199,951,79.31609675,1199,77,1122,93.57798165,390,120,30.76923077,Low Income and Minority,Block group,3401107600,CUMBERLAND,Bridgeton City,601,Not a split block group,Not Applicable,{52F0F87A-4B11-4BB5-A49A-BBF2FBE748CB},15192.82337,6291396.673
885,3.4011E+11,1327,532,40.09042954,1327,1159,168,12.66013564,521,19,3.64683301,Low Income,Block group,3401114710,CUMBERLAND,Commercial Twp,602,Not a split block group,Not Applicable,{050C6B42-6A02-44F3-A76B-548246FBA771},27317.32135,19691159.2
886,3.4011E+11,864,379,43.86574074,864,572,292,33.7962963,355,12,3.38028169,Low Income,Block group,3401133120,CUMBERLAND,Hopewell Twp,607,Not a split block group,Not Applicable,{86A62F98-5830-40EF-9629-EE6BD4FC5352},34294.66794,29230915.96
887,3.4011E+11,1583,757,47.82059381,1583,1062,521,32.91219204,520,0,0,Low Income,Block group,3401114710,CUMBERLAND,Commercial Twp,602,Not a split block group,Not Applicable,{8C4C933E-3025-4A5E-815B-FE5CD0062636},135591.4327,351945594
888,3.4011E+11,1345,556,41.33828996,1353,246,1107,81.81818182,454,8,1.76211454,Low Income and Minority,Block group,3401122350,CUMBERLAND,Fairfield Twp,605,Not a split block group,Not Applicable,{96F54039-508B-4716-BAB3-FFE0D67032E9},103069.987,300829721.7
889,3.4011E+11,1670,667,39.94011976,1670,1605,65,3.89221557,605,0,0,Low Income,Block group,3401146680,CUMBERLAND,Millville City,610,Not a split block group,Not Applicable,{FFEC8865-B99D-45B4-A6EF-B7724EEA3166},21752.91601,26530160.91
890,3.4011E+11,866,388,44.80369515,866,647,219,25.2886836,268,0,0,Low Income,Block group,3401139450,CUMBERLAND,Lawrence Twp,608,Not a split block group,Not Applicable,{5AF9865E-F137-4BDC-B0F7-45FF6E79C0CD},128660.381,537780270.8
891,3.4011E+11,1811,682,37.65875207,1830,131,1699,92.84153005,670,31,4.62686567,Low Income and Minority,Block group,3401122350,CUMBERLAND,Fairfield Twp,605,Not a split block group,Not Applicable,{6675B082-E992-45D6-B8EB-E180B483E55B},49799.50578,111103275.4
892,3.4011E+11,1544,858,55.56994819,1544,390,1154,74.74093264,599,0,0,Low Income and Minority,Block group,3401174870,CUMBERLAND,Upper Deerfield Twp,613,Not a split block group,Not Applicable,{4B3CF4AA-AE97-44ED-8D2D-8759774AF3DB},38815.75447,62710801
893,3.4011E+11,967,418,43.22647363,1039,72,967,93.07025987,265,170,64.1509434,"Low Income, Minority, and Limited English",Block group,3401107600,CUMBERLAND,Bridgeton City,601,Not a split block group,Not Applicable,{DA419601-EC55-45D2-B1E3-428294000E5B},8353.72135,2610040.97
894,3.4011E+11,2183,1269,58.13101237,2183,198,1985,90.92991296,644,238,36.95652174,Low Income and Minority,Block group,3401107600,CUMBERLAND,Bridgeton City,601,Not a split block group,Not Applicable,{C43DB5ED-8E1F-441A-8D23-1D687FB0C1E2},12486.94043,7120443.159
895,3.4011E+11,1297,570,43.94757132,1302,662,640,49.15514593,460,2,0.43478261,Low Income and Minority,Block group,3401122350,CUMBERLAND,Fairfield Twp,605,Not a split block group,Not Applicable,{9349C263-7661-4C53-8BF3-7B78711A188A},207987.3251,797849433.6
896,3.4011E+11,1281,751,58.62607338,1493,165,1328,88.94842599,514,144,28.0155642,Low Income and Minority,Block group,3401107600,CUMBERLAND,Bridgeton City,601,Not a split block group,Not Applicable,{5AD8C25C-6994-498C-8DAD-637D97207985},11348.1138,4140368.834
897,3.4011E+11,1104,934,84.60144928,1104,34,1070,96.92028986,358,15,4.18994413,Low Income and Minority,Block group,3401107600,CUMBERLAND,Bridgeton City,601,Not a split block group,Not Applicable,{4A7E98AD-C118-491E-992F-3CDF5AEDF7A8},14539.36386,5973469.592
898,3.4011E+11,3089,2320,75.10521204,3469,113,3356,96.74257711,869,57,6.55926352,Low Income and Minority,Block group,3401107600,CUMBERLAND,Bridgeton City,601,Not a split block group,Not Applicable,{0F0848C3-4B1C-4135-A89A-3DE8D1C8E780},23027.12424,27767413.59
899,3.4011E+11,1909,1494,78.26086957,1909,30,1879,98.4284966,433,152,35.1039261,Low Income and Minority,Block group,3401107600,CUMBERLAND,Bridgeton City,601,Not a split block group,Not Applicable,{CAC260CF-8EBB-4289-A93F-DD882C09630C},6700.48695,2249800.61
900,3.4011E+11,825,199,24.12121212,825,409,416,50.42424242,437,17,3.89016018,Minority,Block group,3401107600,CUMBERLAND,Bridgeton City,601,Not a split block group,Not Applicable,{44FCC8E6-9D65-4C4B-99A5-08A4660DC6FE},19948.3054,19908152.74
901,3.4011E+11,810,516,63.7037037,810,306,504,62.22222222,581,0,0,Low Income and Minority,Block group,3401146680,CUMBERLAND,Millville City,610,Not a split block group,Not Applicable,{1DC2222B-656B-4B2E-A9EF-780C36C86CF5},19654.74066,5647295.717
902,3.4011E+11,2105,720,34.20427553,2118,320,1798,84.89140699,714,0,0,Minority,Block group,3401107600,CUMBERLAND,Bridgeton City,601,Not a split block group,Not Applicable,{A016BEAF-881D-463A-9ABA-C4A3D1CAD00C},21682.74904,15217876.04
903,3.4011E+11,1870,1049,56.09625668,1871,263,1608,85.9433458,415,0,0,Low Income and Minority,Block group,3401107600,CUMBERLAND,Bridgeton City,601,Not a split block group,Not Applicable,{3A3D29F7-2128-48AB-8569-1D0161EC26DB},16458.18841,13246844.67
904,3.4011E+11,707,119,16.83168317,707,374,333,47.10042433,273,0,0,Minority,Block group,3401146680,CUMBERLAND,Millville City,610,Not a split block group,Not Applicable,{7A1F4220-60C6-4CC8-96E7-3531E51D6B55},12851.39104,9004597.787
905,3.4011E+11,1031,387,37.53637245,1031,174,857,83.12318138,298,17,5.70469799,Low Income and Minority,Block group,3401146680,CUMBERLAND,Millville City,610,Not a split block group,Not Applicable,{BEC5BFD7-54E4-40CC-969F-A3277542993C},7072.823907,2704197.346
906,3.4011E+11,1271,922,72.54130606,1271,409,862,67.82061369,650,0,0,Low Income and Minority,Block group,3401146680,CUMBERLAND,Millville City,610,Not a split block group,Not Applicable,{C0D51A42-5369-4B69-8A75-CAC294AEE06B},17592.8469,10957190.95
907,3.4011E+11,1010,248,24.55445545,1010,242,768,76.03960396,350,0,0,Minority,Block group,3401146680,CUMBERLAND,Millville City,610,Not a split block group,Not Applicable,{4E1EF721-CBBA-490F-9206-0E0080B4A40F},7458.741222,3383495.2
908,3.4011E+11,822,509,61.92214112,822,279,543,66.05839416,456,0,0,Low Income and Minority,Block group,3401146680,CUMBERLAND,Millville City,610,Not a split block group,Not Applicable,{8C8FB1DD-6D3E-4390-A89B-8CF781D4B655},7530.792826,2899443.668
909,3.4011E+11,1038,257,24.75915222,1038,520,518,49.90366089,451,45,9.97782705,Minority,Block group,3401146680,CUMBERLAND,Millville City,610,Not a split block group,Not Applicable,{512363B3-8597-49C2-A407-AA70F72F38FC},20139.94704,12945690.32
910,3.4011E+11,2408,1039,43.14784053,2408,1314,1094,45.43189369,954,0,0,Low Income and Minority,Block group,3401146680,CUMBERLAND,Millville City,610,Not a split block group,Not Applicable,{A056FE3A-C14F-4635-8BA6-D9644E8975FE},16648.49859,11117003.74
911,3.4011E+11,1103,229,20.76155938,1103,576,527,47.77878513,578,0,0,Minority,Block group,3401146680,CUMBERLAND,Millville City,610,Not a split block group,Not Applicable,{CAACF4F6-2769-4F1E-959A-AFA896B99F1D},23427.10678,26657297.15
912,3.4011E+11,1002,720,71.85628743,1002,357,645,64.37125749,522,0,0,Low Income and Minority,Block group,3401146680,CUMBERLAND,Millville City,610,Not a split block group,Not Applicable,{9E14C7FE-4679-4249-AEF6-99205520529D},18938.64652,10871103.76
913,3.4011E+11,1047,236,22.54059217,1047,348,699,66.76217765,367,21,5.72207084,Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{A8B136AD-999D-4581-A964-476083B1BF42},13701.94186,10147662.09
914,3.4011E+11,1768,1047,59.21945701,2074,556,1518,73.19189971,459,19,4.13943355,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{16BE6CCC-6474-41AE-A953-498E09869EC7},18354.1474,11398329.65
915,3.4011E+11,2026,297,14.65942744,2026,942,1084,53.50444225,778,159,20.43701799,Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{A95AE2B1-5A33-4A13-A48B-8FB815F51D17},21842.82688,18724116.16
916,3.4011E+11,3280,2084,63.53658537,3280,127,3153,96.12804878,1386,390,28.13852814,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{CBEFFF2C-CBC9-44C7-89DA-A5D2A0A06CDC},17275.10779,14393023.97
917,3.4011E+11,1585,624,39.36908517,1585,391,1194,75.33123028,587,44,7.49574106,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{9646901D-9BD9-47DF-81A6-8A3C5E7E5841},24711.53074,31195059.61
918,3.4011E+11,1079,660,61.16774791,1079,308,771,71.45505097,414,33,7.97101449,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{B69AEA95-8D96-4558-A656-97980BA41CD9},20672.02132,12931315.54
919,3.4011E+11,875,272,31.08571429,875,261,614,70.17142857,360,0,0,Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{E112F378-2C0F-49A9-97D5-59909E4EDB12},20582.54853,17156869.53
920,3.4011E+11,1753,1043,59.49800342,1753,243,1510,86.13804906,519,55,10.5973025,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{5CB55EA4-1745-4355-BFD2-BB7522B8C7EF},19172.03772,18507764.66
921,3.4011E+11,1733,663,38.25735718,1733,936,797,45.98961339,692,23,3.32369942,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{D6098860-E4A5-4A7B-BBA0-408669FBACCA},20588.68502,23386833.82
922,3.4011E+11,2735,1083,39.59780622,2906,1057,1849,63.62697866,1044,70,6.70498084,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{99D5CC7A-F99A-418A-A31D-2F34ABF6B296},37759.84345,60863617.42
923,3.4011E+11,1428,535,37.46498599,1428,757,671,46.98879552,493,43,8.72210953,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{081A4CE3-127C-4449-B53E-BD076463D27D},26626.72834,36068235.5
924,3.4011E+11,2080,896,43.07692308,2252,1607,645,28.64120782,506,16,3.16205534,Low Income,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{141F209E-CDD8-47A4-930A-DD928A6A899F},38431.50148,51902613.67
925,3.4011E+11,713,344,48.24684432,713,435,278,38.99018233,245,0,0,Low Income,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{E65C6AA9-6B29-4EF7-AB8F-A7647EB6BE13},58521.14896,92205718.47
926,3.4011E+11,1635,268,16.39143731,1635,821,814,49.78593272,582,0,0,Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{03DF32B6-713E-44D4-A6A2-9F422D72DD73},28383.10996,43274719.08
927,3.4011E+11,2195,330,15.03416856,2195,1152,1043,47.51708428,800,0,0,Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{98A88E19-0449-4491-9152-6ABA2D3F2A7F},17157.7261,15665535.9
928,3.4011E+11,576,92,15.97222222,576,328,248,43.05555556,283,32,11.30742049,Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{5680D684-7F2F-4641-B531-C8B7EBDE1134},76303.14781,148933856.2
929,3.4011E+11,1859,857,46.10005379,1859,624,1235,66.43356643,654,76,11.62079511,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{7EF93075-71BC-49CD-A4FA-C5B60A85E300},42775.52344,70058471.24
930,3.4011E+11,664,321,48.34337349,664,281,383,57.68072289,237,26,10.97046414,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{984F390C-30D1-4834-9DEE-8CD212C70291},29787.54479,29838068.12
931,3.4011E+11,889,547,61.52980877,889,362,527,59.28008999,360,0,0,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{3E822FC5-3217-4CA7-AE47-29ABDBE9E219},28404.1038,34770128.48
932,3.4011E+11,2186,165,7.54803294,2186,722,1464,66.97163769,778,64,8.22622108,Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{205B2D87-777D-471B-8D55-132E943A0DCA},34741.54241,42295232.08
933,3.4011E+11,2001,957,47.82608696,2001,945,1056,52.77361319,794,0,0,Low Income and Minority,Block group,3401146680,CUMBERLAND,Millville City,610,Not a split block group,Not Applicable,{9F57C460-C527-4674-AACF-8642B87F4F85},22130.62757,23176184.26
934,3.4011E+11,1521,638,41.9460881,1521,281,1240,81.52531229,702,235,33.47578348,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{DFC1679E-FE3C-4AA8-AA43-DEC0E38D4E0E},8372.903981,4379712.884
935,3.4011E+11,471,0,0,471,179,292,61.99575372,214,0,0,Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{4AE07FCB-C443-43EB-8F30-F3F209E70126},18120.05244,16659715.76
936,3.4011E+11,1337,447,33.43305909,1337,310,1027,76.81376215,372,34,9.13978495,Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{F52CC269-4EFE-4907-929D-577089B9EBB7},9583.678124,5692188.316
937,3.4011E+11,2068,1045,50.53191489,2224,723,1501,67.49100719,749,57,7.61014686,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{51C54CCD-A1DE-48CB-96BD-691CFE8D3279},10557.62415,6944945.317
938,3.4011E+11,1109,483,43.55275023,1109,590,519,46.79891794,424,51,12.02830189,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{54039A08-676A-4F93-A308-FABCF446B955},34287.72296,40371706.03
939,3.4011E+11,2385,854,35.80712788,2385,1523,862,36.14255765,886,0,0,Low Income,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{56C96236-B89B-4669-BED1-25C3976F4A82},39070.02209,48757043.32
940,3.4011E+11,1086,459,42.26519337,1086,0,1086,100,417,85,20.38369305,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{CF2DA198-C0EF-41BC-9977-076481F6397D},14073.41024,6100137.272
941,3.4011E+11,1510,541,35.82781457,1510,157,1353,89.60264901,626,188,30.03194888,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{9B05B44F-3D82-4AF8-844E-5E20998527C8},29782.23926,16229109.88
942,3.4011E+11,2776,1318,47.47838617,2776,104,2672,96.25360231,806,76,9.4292804,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{5F4C5F48-367E-4FD2-BFAB-CBE8DE3FC11D},9609.776165,5783647.698
943,3.4011E+11,1328,986,74.24698795,1360,96,1264,92.94117647,439,84,19.13439636,Low Income and Minority,Block group,3401176070,CUMBERLAND,Vineland City,614,Not a split block group,Not Applicable,{547F401F-A3CD-4F0B-AE4E-2E8FADABD462},8748.401305,4786126.868
944,3.4013E+11,2143,1384,64.58236118,2143,193,1950,90.99393374,1337,197,14.73448018,Low Income and Minority,Block group,3401351000,ESSEX,Newark City,714,Not a split block group,Not Applicable,{68B52112-8057-46F7-8653-6B21D891F547},6590.126408,1571349.652
945,3.4013E+11,2793,860,30.79126387,2793,487,2306,82.56355174,917,226,24.64558342,Minority,Block group,3401351000,ESSEX,Newark City,714,Not a split block group,Not Applicable,{5B3F096A-34ED-426E-9287-3CD3F8338115},5325.825817,1501113.19
